hypothesis_id,plan_sha256,opportunity_id,split,decision_time_utc,access_rows_released,access_cumulative_visible_rows,access_max_visible_time_utc,access_causal_pass,prior_finalized_rows_immutable,valid_daily_closes_before,m252_direction,m252_label,m252_reason,m252_oldest_source_date,m252_latest_source_date,m6_direction,m6_label,m6_reason,m6_first_source_time_utc,m6_last_source_time_utc,atr20,atr20_reason,atr20_source_time_utc,base_eligible,base_exclusion_reason,alignment,control_m252_eligible,control_m6_eligible,challenger_stack_eligible,negative_disagree_eligible,challenger_rejection_reason,opportunity_snapshot_sha256
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-01-14,DESIGN,2016-01-14T12:00:00,24,6401,2016-01-14T11:00:00,True,True,264,-1,SHORT,,2015-01-20,2016-01-13,1.0,LONG,,2016-01-14T06:00:00,2016-01-14T11:00:00,0.0020065000000000443,,2016-01-14T11:00:00,True,,False,True,True,False,True,M252_M6_DISAGREE,BA460DA26C361D73C0015DADA789827CD77F462655726C24770C3F536D1BD507
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-01-15,DESIGN,2016-01-15T12:00:00,24,6425,2016-01-15T11:00:00,True,True,265,-1,SHORT,,2015-01-21,2016-01-14,1.0,LONG,,2016-01-15T06:00:00,2016-01-15T11:00:00,0.0017189999999999706,,2016-01-15T11:00:00,True,,False,True,True,False,True,M252_M6_DISAGREE,123BDA6A085FA562D53A1164A527DC1B340068D3F5BD1540FD759B0E4383C87F
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-01-16,DESIGN,2016-01-16T12:00:00,10,6435,2016-01-15T21:00:00,True,True,266,-1,SHORT,,2015-01-22,2016-01-15,,,MISSING_SIX_HOUR_BAR,,,,MISSING_ATR20_SOURCE_BAR,,False,MISSING_SIX_HOUR_BAR,,False,False,False,False,MISSING_SIX_HOUR_BAR,EBCC63837B623C38827FBB37FFB6C18F94E71B5A8A20BA7ABEEEC7D79F132604
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-01-17,DESIGN,2016-01-17T12:00:00,0,6435,2016-01-15T21:00:00,True,True,266,-1,SHORT,,2015-01-22,2016-01-15,,,MISSING_SIX_HOUR_BAR,,,,MISSING_ATR20_SOURCE_BAR,,False,MISSING_SIX_HOUR_BAR,,False,False,False,False,MISSING_SIX_HOUR_BAR,B755BDAE0121CFBB906A8D1FBE5A2724EC5ADDA189EC42EE14213ED9452C9961
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-01-18,DESIGN,2016-01-18T12:00:00,14,6449,2016-01-18T11:00:00,True,True,266,-1,SHORT,,2015-01-22,2016-01-15,-1.0,SHORT,,2016-01-18T06:00:00,2016-01-18T11:00:00,0.0019304999999999795,,2016-01-18T11:00:00,True,,True,True,True,True,False,,13127AA6C28254A19C08DB44EF0986B7B477004F6006C496CE862C85CC5A0892
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-01-19,DESIGN,2016-01-19T12:00:00,24,6473,2016-01-19T11:00:00,True,True,267,-1,SHORT,,2015-01-23,2016-01-18,-1.0,SHORT,,2016-01-19T06:00:00,2016-01-19T11:00:00,0.0013060000000000072,,2016-01-19T11:00:00,True,,True,True,True,True,False,,5F6649E6D280117643FC4EE0E31E01129C8A200CA6E2B57338D7ADC5A1D1770E
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-01-20,DESIGN,2016-01-20T12:00:00,24,6497,2016-01-20T11:00:00,True,True,268,-1,SHORT,,2015-01-26,2016-01-19,-1.0,SHORT,,2016-01-20T06:00:00,2016-01-20T11:00:00,0.0018670000000000297,,2016-01-20T11:00:00,True,,True,True,True,True,False,,3FDFBD9CB237BDBFA614C4099F044C63588D4E34D185C163ECFCFA5110065817
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-01-21,DESIGN,2016-01-21T12:00:00,24,6521,2016-01-21T11:00:00,True,True,269,-1,SHORT,,2015-01-27,2016-01-20,1.0,LONG,,2016-01-21T06:00:00,2016-01-21T11:00:00,0.0017149999999999666,,2016-01-21T11:00:00,True,,False,True,True,False,True,M252_M6_DISAGREE,2BEF885CCE912830603B1ECBE3E08C336FCFB6E8F6BB6B4448F2BDBCB2E948C9
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-01-22,DESIGN,2016-01-22T12:00:00,24,6545,2016-01-22T11:00:00,True,True,270,-1,SHORT,,2015-01-28,2016-01-21,0.0,FLAT,M6_EQUALITY,2016-01-22T06:00:00,2016-01-22T11:00:00,0.001947500000000013,,2016-01-22T11:00:00,True,,,True,False,False,False,M6_EQUALITY,C329B653F07B7EB5F0DD911F8D26B6DB44E5FF2D99E5D0377C2E9DF60FBD7213
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-01-23,DESIGN,2016-01-23T12:00:00,10,6555,2016-01-22T21:00:00,True,True,271,-1,SHORT,,2015-01-29,2016-01-22,,,MISSING_SIX_HOUR_BAR,,,,MISSING_ATR20_SOURCE_BAR,,False,MISSING_SIX_HOUR_BAR,,False,False,False,False,MISSING_SIX_HOUR_BAR,C96658DDA58564B940C8EDC24FECA3871AF8591060CCA826023D7A841CA5A09B
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-01-24,DESIGN,2016-01-24T12:00:00,0,6555,2016-01-22T21:00:00,True,True,271,-1,SHORT,,2015-01-29,2016-01-22,,,MISSING_SIX_HOUR_BAR,,,,MISSING_ATR20_SOURCE_BAR,,False,MISSING_SIX_HOUR_BAR,,False,False,False,False,MISSING_SIX_HOUR_BAR,FC11DEA59E208064E38DEB6FD9664E1B7C706153FA57C71B8C42B7CC464E77F1
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-01-25,DESIGN,2016-01-25T12:00:00,14,6569,2016-01-25T11:00:00,True,True,271,-1,SHORT,,2015-01-29,2016-01-22,1.0,LONG,,2016-01-25T06:00:00,2016-01-25T11:00:00,0.001319999999999999,,2016-01-25T11:00:00,True,,False,True,True,False,True,M252_M6_DISAGREE,8071F5982496ABF8423C12398F5D746A93286F67D350D05932FD33FCA011674C
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-01-26,DESIGN,2016-01-26T12:00:00,24,6593,2016-01-26T11:00:00,True,True,272,-1,SHORT,,2015-01-30,2016-01-25,-1.0,SHORT,,2016-01-26T06:00:00,2016-01-26T11:00:00,0.001391000000000031,,2016-01-26T11:00:00,True,,True,True,True,True,False,,10444BED0D39407F4E12835C6BC3DCD37A165459045CEB76D355A8414E45F168
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-01-27,DESIGN,2016-01-27T12:00:00,24,6617,2016-01-27T11:00:00,True,True,273,-1,SHORT,,2015-02-02,2016-01-26,1.0,LONG,,2016-01-27T06:00:00,2016-01-27T11:00:00,0.0012680000000000024,,2016-01-27T11:00:00,True,,False,True,True,False,True,M252_M6_DISAGREE,6D76E3E2DC7643E6AA84A7F7155C03A64DA8CBDD75A49401A2FE9B9F818A7583
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-01-28,DESIGN,2016-01-28T12:00:00,24,6641,2016-01-28T11:00:00,True,True,274,-1,SHORT,,2015-02-03,2016-01-27,1.0,LONG,,2016-01-28T06:00:00,2016-01-28T11:00:00,0.0016234999999999778,,2016-01-28T11:00:00,True,,False,True,True,False,True,M252_M6_DISAGREE,A277FC6AF279741D371F00E0688DCE4A134987704B50084836FC237CDCA4C8DB
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-01-29,DESIGN,2016-01-29T12:00:00,24,6665,2016-01-29T11:00:00,True,True,275,-1,SHORT,,2015-02-04,2016-01-28,1.0,LONG,,2016-01-29T06:00:00,2016-01-29T11:00:00,0.0017624999999999891,,2016-01-29T11:00:00,True,,False,True,True,False,True,M252_M6_DISAGREE,037561FD4FF5694D15B3989CE6D00BA8B0E3C95694AD2BB630B895CBB27A5D7E
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-01-30,DESIGN,2016-01-30T12:00:00,10,6675,2016-01-29T21:00:00,True,True,276,-1,SHORT,,2015-02-05,2016-01-29,,,MISSING_SIX_HOUR_BAR,,,,MISSING_ATR20_SOURCE_BAR,,False,MISSING_SIX_HOUR_BAR,,False,False,False,False,MISSING_SIX_HOUR_BAR,BCFE52930DA69FCBFEF18648538CD62788A1CF917908635F910E8EB02F752B82
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-01-31,DESIGN,2016-01-31T12:00:00,0,6675,2016-01-29T21:00:00,True,True,276,-1,SHORT,,2015-02-05,2016-01-29,,,MISSING_SIX_HOUR_BAR,,,,MISSING_ATR20_SOURCE_BAR,,False,MISSING_SIX_HOUR_BAR,,False,False,False,False,MISSING_SIX_HOUR_BAR,583795E574A23926ACEEDBD908C4CBCACA66D1CB266CCC5B4DB5583CFE1F3215
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-02-01,DESIGN,2016-02-01T12:00:00,14,6689,2016-02-01T11:00:00,True,True,276,-1,SHORT,,2015-02-05,2016-01-29,1.0,LONG,,2016-02-01T06:00:00,2016-02-01T11:00:00,0.0012980000000000324,,2016-02-01T11:00:00,True,,False,True,True,False,True,M252_M6_DISAGREE,11134D333CA9C216E59FF94A394FA9511E00C8D78EB961E078522BD6EDA95A3A
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-02-02,DESIGN,2016-02-02T12:00:00,24,6713,2016-02-02T11:00:00,True,True,277,-1,SHORT,,2015-02-06,2016-02-01,1.0,LONG,,2016-02-02T06:00:00,2016-02-02T11:00:00,0.0013450000000000185,,2016-02-02T11:00:00,True,,False,True,True,False,True,M252_M6_DISAGREE,5CA08FEEA1D4CDA879ED5F28A733EAC3168FE8366A91628329CBCD9C7F1B910F
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-02-03,DESIGN,2016-02-03T12:00:00,24,6737,2016-02-03T11:00:00,True,True,278,-1,SHORT,,2015-02-09,2016-02-02,1.0,LONG,,2016-02-03T06:00:00,2016-02-03T11:00:00,0.0012784999999999936,,2016-02-03T11:00:00,True,,False,True,True,False,True,M252_M6_DISAGREE,AD508611B798A19FE91AD2DFF21B2C69E92D53C72DECAD4820E4F92CB95A766F
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-02-04,DESIGN,2016-02-04T12:00:00,24,6761,2016-02-04T11:00:00,True,True,279,-1,SHORT,,2015-02-10,2016-02-03,1.0,LONG,,2016-02-04T06:00:00,2016-02-04T11:00:00,0.002899000000000007,,2016-02-04T11:00:00,True,,False,True,True,False,True,M252_M6_DISAGREE,BC583126617E1EA21FA37E05207EE1E656973EB84693D524BEA63A4EEC46401F
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-02-05,DESIGN,2016-02-05T12:00:00,24,6785,2016-02-05T11:00:00,True,True,280,-1,SHORT,,2015-02-11,2016-02-04,1.0,LONG,,2016-02-05T06:00:00,2016-02-05T11:00:00,0.001572999999999991,,2016-02-05T11:00:00,True,,False,True,True,False,True,M252_M6_DISAGREE,88A8AE20FD1E4D2374172BFBC311F35F6FAB9C1BFA0308B32F32770EC6CCAFEA
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-02-06,DESIGN,2016-02-06T12:00:00,10,6795,2016-02-05T21:00:00,True,True,281,-1,SHORT,,2015-02-12,2016-02-05,,,MISSING_SIX_HOUR_BAR,,,,MISSING_ATR20_SOURCE_BAR,,False,MISSING_SIX_HOUR_BAR,,False,False,False,False,MISSING_SIX_HOUR_BAR,8C4A25DDAF90840AC4FA76B791F70AAFA8F3941534CB0697CA252F93E87C5F8F
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-02-07,DESIGN,2016-02-07T12:00:00,0,6795,2016-02-05T21:00:00,True,True,281,-1,SHORT,,2015-02-12,2016-02-05,,,MISSING_SIX_HOUR_BAR,,,,MISSING_ATR20_SOURCE_BAR,,False,MISSING_SIX_HOUR_BAR,,False,False,False,False,MISSING_SIX_HOUR_BAR,79CD84BB932018564436F69B4411AF56A365EEB9AE2C1034888D4E9C68AF07AB
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-02-08,DESIGN,2016-02-08T12:00:00,14,6809,2016-02-08T11:00:00,True,True,281,-1,SHORT,,2015-02-12,2016-02-05,-1.0,SHORT,,2016-02-08T06:00:00,2016-02-08T11:00:00,0.001695499999999983,,2016-02-08T11:00:00,True,,True,True,True,True,False,,0671D36C106E6CE54F263D4DEDCF3ABC0C486632C17768A71AE9E7AEDD695D1A
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-02-09,DESIGN,2016-02-09T12:00:00,24,6833,2016-02-09T11:00:00,True,True,282,-1,SHORT,,2015-02-13,2016-02-08,1.0,LONG,,2016-02-09T06:00:00,2016-02-09T11:00:00,0.0024150000000000447,,2016-02-09T11:00:00,True,,False,True,True,False,True,M252_M6_DISAGREE,D9F39CA9B36F5B363A240AEC9808BF58A8FC2EF4C2CEABA298D08BACC13AAC6B
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-02-10,DESIGN,2016-02-10T12:00:00,24,6857,2016-02-10T11:00:00,True,True,283,-1,SHORT,,2015-02-16,2016-02-09,-1.0,SHORT,,2016-02-10T06:00:00,2016-02-10T11:00:00,0.0017205000000000026,,2016-02-10T11:00:00,True,,True,True,True,True,False,,C56AAE496EFDE9D7DD6E8337AC67565C9E9BAB2D2B78E9C6CBB091C95CE6CD27
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-02-11,DESIGN,2016-02-11T12:00:00,24,6881,2016-02-11T11:00:00,True,True,284,-1,SHORT,,2015-02-17,2016-02-10,1.0,LONG,,2016-02-11T06:00:00,2016-02-11T11:00:00,0.0026550000000000297,,2016-02-11T11:00:00,True,,False,True,True,False,True,M252_M6_DISAGREE,E64A16034996EA10EBBB2645FEB8EF55812D80CFF8EFAB2FC20EF3C47F1A7A92
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-02-12,DESIGN,2016-02-12T12:00:00,24,6905,2016-02-12T11:00:00,True,True,285,-1,SHORT,,2015-02-18,2016-02-11,-1.0,SHORT,,2016-02-12T06:00:00,2016-02-12T11:00:00,0.0022419999999999996,,2016-02-12T11:00:00,True,,True,True,True,True,False,,106ED7B70D074E3C7A3A9F2CAEC595BAF07C832A4822127AA8F7D22FD92733F1
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-02-13,DESIGN,2016-02-13T12:00:00,10,6915,2016-02-12T21:00:00,True,True,286,-1,SHORT,,2015-02-19,2016-02-12,,,MISSING_SIX_HOUR_BAR,,,,MISSING_ATR20_SOURCE_BAR,,False,MISSING_SIX_HOUR_BAR,,False,False,False,False,MISSING_SIX_HOUR_BAR,00E35565FC7807F1C2B0FF5597157EC8C11D084F22BCA8D6128744086340715A
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-02-14,DESIGN,2016-02-14T12:00:00,0,6915,2016-02-12T21:00:00,True,True,286,-1,SHORT,,2015-02-19,2016-02-12,,,MISSING_SIX_HOUR_BAR,,,,MISSING_ATR20_SOURCE_BAR,,False,MISSING_SIX_HOUR_BAR,,False,False,False,False,MISSING_SIX_HOUR_BAR,A294976E7B3836AADB4EA696167305E023F95EFD0D8369772F4F9A6EDCCB971F
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-02-15,DESIGN,2016-02-15T12:00:00,14,6929,2016-02-15T11:00:00,True,True,286,-1,SHORT,,2015-02-19,2016-02-12,-1.0,SHORT,,2016-02-15T06:00:00,2016-02-15T11:00:00,0.0017964999999999787,,2016-02-15T11:00:00,True,,True,True,True,True,False,,1D4B1B6FBA4010A26A83FA549E49A00DCC4C190C3963B48867BDCDE0549983C1
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-02-16,DESIGN,2016-02-16T12:00:00,24,6953,2016-02-16T11:00:00,True,True,287,-1,SHORT,,2015-02-20,2016-02-15,1.0,LONG,,2016-02-16T06:00:00,2016-02-16T11:00:00,0.0015140000000000043,,2016-02-16T11:00:00,True,,False,True,True,False,True,M252_M6_DISAGREE,7A29829E3D1E57416E020DBD355E63E14AA7DFFBE9B49FA0284BD9804857AC88
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-02-17,DESIGN,2016-02-17T12:00:00,24,6977,2016-02-17T11:00:00,True,True,288,-1,SHORT,,2015-02-23,2016-02-16,-1.0,SHORT,,2016-02-17T06:00:00,2016-02-17T11:00:00,0.0015450000000000186,,2016-02-17T11:00:00,True,,True,True,True,True,False,,0626A7F94A311F234C9A094CCB5EF77BE37FEC17B52A164E0143A48DB0AFCC73
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-02-18,DESIGN,2016-02-18T12:00:00,24,7001,2016-02-18T11:00:00,True,True,289,-1,SHORT,,2015-02-24,2016-02-17,-1.0,SHORT,,2016-02-18T06:00:00,2016-02-18T11:00:00,0.0015230000000000076,,2016-02-18T11:00:00,True,,True,True,True,True,False,,C7B6AE4894B498637B4BC09DD66CE068B634DA2A39ED5BC1724F218B8C34482E
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-02-19,DESIGN,2016-02-19T12:00:00,24,7025,2016-02-19T11:00:00,True,True,290,-1,SHORT,,2015-02-25,2016-02-18,-1.0,SHORT,,2016-02-19T06:00:00,2016-02-19T11:00:00,0.0016845000000000221,,2016-02-19T11:00:00,True,,True,True,True,True,False,,45191D9CDAF2CE5E66C8CEE574B15089BB5A34067075BD272B2B2646BA09CC8A
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-02-20,DESIGN,2016-02-20T12:00:00,10,7035,2016-02-19T21:00:00,True,True,291,-1,SHORT,,2015-02-26,2016-02-19,,,MISSING_SIX_HOUR_BAR,,,,MISSING_ATR20_SOURCE_BAR,,False,MISSING_SIX_HOUR_BAR,,False,False,False,False,MISSING_SIX_HOUR_BAR,068D8BB120E1E63797819126F4740B63796F58D8167337E39283C0F7A7FE818B
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-02-21,DESIGN,2016-02-21T12:00:00,0,7035,2016-02-19T21:00:00,True,True,291,-1,SHORT,,2015-02-26,2016-02-19,,,MISSING_SIX_HOUR_BAR,,,,MISSING_ATR20_SOURCE_BAR,,False,MISSING_SIX_HOUR_BAR,,False,False,False,False,MISSING_SIX_HOUR_BAR,941BF48F4E5770307C0281981FC49F96BFB8C1EB9FA76ACD7BF9E21DA130537D
HYP-TRENDSTACK-EURUSD-H1-001,891291042FB326EF67411A0763015B4E3E68654F59E4B323C2217F1E8015B6F0,2016-02-22,DESIGN,2016-02-22T12:00:00,14,7049,2016-02-22T11:00:00,True,True,291,-1,SHORT,,2015-02-26,2016-02-19,-1.0,SHORT,,2016-02-22T06:00:00,2016-02-22T11:00:00,0.0013849999999999917,,2016-02-22T11:00:00,True,,True,True,True,True,False,,CA22C6E041E49B52C55C7ED40E887EFABFAF2DCBDC9049C45A3B33EE94AE096E
